pokemon_number,pokemon_name,attack,classfication,defense,height_m,hp,speed,type1,type2,weight_kg,generation,is_legendary,abilities
398,Staraptor,120,Predator Pokémon,70,1.2,85,100,normal,flying,24.9,4,0,"['Intimidate', 'Reckless']"
399,Bidoof,45,Plump Mouse Pokémon,40,0.5,59,31,normal,,20.0,4,0,"['Simple', 'Unaware', 'Moody']"
400,Bibarel,85,Beaver Pokémon,60,1.0,79,71,normal,water,31.5,4,0,"['Simple', 'Unaware', 'Moody']"
401,Kricketot,25,Cricket Pokémon,41,0.3,37,25,bug,,2.2,4,0,"['Shed Skin', 'Run Away']"
402,Kricketune,85,Cricket Pokémon,51,1.0,77,65,bug,,25.5,4,0,"['Swarm', 'Technician']"
403,Shinx,65,Flash Pokémon,34,0.5,45,45,electric,,9.5,4,0,"['Rivalry', 'Intimidate', 'Guts']"
404,Luxio,85,Spark Pokémon,49,0.9,60,60,electric,,30.5,4,0,"['Rivalry', 'Intimidate', 'Guts']"
405,Luxray,120,Gleam Eyes Pokémon,79,1.4,80,70,electric,,42.0,4,0,"['Rivalry', 'Intimidate', 'Guts']"
406,Budew,30,Bud Pokémon,35,0.2,40,55,grass,poison,1.2,4,0,"['Natural Cure', 'Poison Point', 'Leaf Guard']"
407,Roserade,70,Bouquet Pokémon,65,0.9,60,90,grass,poison,14.5,4,0,"['Natural Cure', 'Poison Point', 'Technician']"
408,Cranidos,125,Head Butt Pokémon,40,0.9,67,58,rock,,31.5,4,0,"['Mold Breaker', 'Sheer Force']"
409,Rampardos,165,Head Butt Pokémon,60,1.6,97,58,rock,,102.5,4,0,"['Mold Breaker', 'Sheer Force']"
410,Shieldon,42,Shield Pokémon,118,0.5,30,30,rock,steel,57.0,4,0,"['Sturdy', 'Soundproof']"
411,Bastiodon,52,Shield Pokémon,168,1.3,60,30,rock,steel,149.5,4,0,"['Sturdy', 'Soundproof']"
412,Burmy,29,Bagworm Pokémon,45,0.2,40,36,bug,,3.4,4,0,"['Shed Skin', 'Overcoat']"
413,Wormadam,69,Bagworm Pokémon,95,0.5,60,36,bug,grass,6.5,4,0,"['Anticipation', 'Overcoat']"
414,Mothim,94,Moth Pokémon,50,0.9,70,66,bug,flying,23.3,4,0,"['Swarm', 'Tinted Lens']"
415,Combee,30,Tiny Bee Pokémon,42,0.3,30,70,bug,flying,5.5,4,0,"['Honey Gather', 'Hustle']"
416,Vespiquen,80,Beehive Pokémon,102,1.2,70,40,bug,flying,38.5,4,0,"['Pressure', 'Unnerve']"
417,Pachirisu,45,EleSquirrel Pokémon,70,0.4,60,95,electric,,3.9,4,0,"['Run Away', 'Pickup', 'Volt Absorb']"
418,Buizel,65,Sea Weasel Pokémon,35,0.7,55,85,water,,29.5,4,0,"['Swift Swim', 'Water Veil']"
419,Floatzel,105,Sea Weasel Pokémon,55,1.1,85,115,water,,33.5,4,0,"['Swift Swim', 'Water Veil']"
420,Cherubi,35,Cherry Pokémon,45,0.4,45,35,grass,,3.3,4,0,['Chlorophyll']
421,Cherrim,60,Blossom Pokémon,70,0.5,70,85,grass,,9.3,4,0,['Flower Gift']
422,Shellos,48,Sea Slug Pokémon,48,0.3,76,34,water,,6.3,4,0,"['Sticky Hold', 'Storm Drain', 'Sand Force']"
423,Gastrodon,83,Sea Slug Pokémon,68,0.9,111,39,water,ground,29.9,4,0,"['Sticky Hold', 'Storm Drain', 'Sand Force']"
424,Ambipom,100,Long Tail Pokémon,66,1.2,75,115,normal,,20.3,4,0,"['Technician', 'Pickup', 'Skill Link']"
425,Drifloon,50,Balloon Pokémon,34,0.4,90,70,ghost,flying,1.2,4,0,"['Aftermath', 'Unburden', 'Flare Boost']"
426,Drifblim,80,Blimp Pokémon,44,1.2,150,80,ghost,flying,15.0,4,0,"['Aftermath', 'Unburden', 'Flare Boost']"
427,Buneary,66,Rabbit Pokémon,44,0.4,55,85,normal,,5.5,4,0,"['Run Away', 'Klutz', 'Limber']"
428,Lopunny,136,Rabbit Pokémon,94,1.2,65,135,normal,,33.3,4,0,"['Cute Charm', 'Klutz', 'Limber']"
429,Mismagius,60,Magical Pokémon,60,0.9,60,105,ghost,,4.4,4,0,['Levitate']
430,Honchkrow,125,Big Boss Pokémon,52,0.9,100,71,dark,flying,27.3,4,0,"['Insomnia', 'Super Luck', 'Moxie']"
431,Glameow,55,Catty Pokémon,42,0.5,49,85,normal,,3.9,4,0,"['Limber', 'Own Tempo', 'Keen Eye']"
432,Purugly,82,Tiger Cat Pokémon,64,1.0,71,112,normal,,43.8,4,0,"['Thick Fat', 'Own Tempo', 'Defiant']"
433,Chingling,30,Bell Pokémon,50,0.2,45,45,psychic,,0.6,4,0,['Levitate']
434,Stunky,63,Skunk Pokémon,47,0.4,63,74,poison,dark,19.2,4,0,"['Stench', 'Aftermath', 'Keen Eye']"
435,Skuntank,93,Skunk Pokémon,67,1.0,103,84,poison,dark,38.0,4,0,"['Stench', 'Aftermath', 'Keen Eye']"
436,Bronzor,24,Bronze Pokémon,86,0.5,57,23,steel,psychic,60.5,4,0,"['Levitate', 'Heatproof', 'Heavy Metal']"
437,Bronzong,89,Bronze Bell Pokémon,116,1.3,67,33,steel,psychic,187.0,4,0,"['Levitate', 'Heatproof', 'Heavy Metal']"
438,Bonsly,80,Bonsai Pokémon,95,0.5,50,10,rock,,15.0,4,0,"['Sturdy', 'Rock Head', 'Rattled']"
439,Mime Jr.,25,Mime Pokémon,45,0.6,20,60,psychic,fairy,13.0,4,0,"['Soundproof', 'Filter', 'Technician']"
440,Happiny,5,Playhouse Pokémon,5,0.6,100,30,normal,,24.4,4,0,"['Natural Cure', 'Serene Grace', 'Friend Guard']"
441,Chatot,65,Music Note Pokémon,45,0.5,76,91,normal,flying,1.9,4,0,"['Keen Eye', 'Tangled Feet', 'Big Pecks']"
442,Spiritomb,92,Forbidden Pokémon,108,1.0,50,35,ghost,dark,108.0,4,0,"['Pressure', 'Infiltrator']"
443,Gible,70,Land Shark Pokémon,45,0.7,58,42,dragon,ground,20.5,4,0,"['Sand Veil', 'Rough Skin']"
444,Gabite,90,Cave Pokémon,65,1.4,68,82,dragon,ground,56.0,4,0,"['Sand Veil', 'Rough Skin']"
445,Garchomp,170,Mach Pokémon,115,1.9,108,92,dragon,ground,95.0,4,0,"['Sand Veil', 'Rough Skin']"
446,Munchlax,85,Big Eater Pokémon,40,0.6,135,5,normal,,105.0,4,0,"['Pickup', 'Thick Fat', 'Gluttony']"
447,Riolu,70,Emanation Pokémon,40,0.7,40,60,fighting,,20.2,4,0,"['Steadfast', 'Inner Focus', 'Prankster']"
448,Lucario,145,Aura Pokémon,88,1.2,70,112,fighting,steel,54.0,4,0,"['Steadfast', 'Inner Focus', 'Justified']"
449,Hippopotas,72,Hippo Pokémon,78,0.8,68,32,ground,,49.5,4,0,"['Sand Stream', 'Sand Force']"
450,Hippowdon,112,Heavyweight Pokémon,118,2.0,108,47,ground,,300.0,4,0,"['Sand Stream', 'Sand Force']"
451,Skorupi,50,Scorpion Pokémon,90,0.8,40,65,poison,bug,12.0,4,0,"['Battle Armor', 'Sniper', 'Keen Eye']"
452,Drapion,90,Ogre Scorp Pokémon,110,1.3,70,95,poison,dark,61.5,4,0,"['Battle Armor', 'Sniper', 'Keen Eye']"
453,Croagunk,61,Toxic Mouth Pokémon,40,0.7,48,50,poison,fighting,23.0,4,0,"['Anticipation', 'Dry Skin', 'Poison Touch']"
454,Toxicroak,106,Toxic Mouth Pokémon,65,1.3,83,85,poison,fighting,44.4,4,0,"['Anticipation', 'Dry Skin', 'Poison Touch']"
455,Carnivine,100,Bug Catcher Pokémon,72,1.4,74,46,grass,,27.0,4,0,['Levitate']
456,Finneon,49,Wing Fish Pokémon,56,0.4,49,66,water,,7.0,4,0,"['Swift Swim', 'Storm Drain', 'Water Veil']"
457,Lumineon,69,Neon Pokémon,76,1.2,69,91,water,,24.0,4,0,"['Swift Swim', 'Storm Drain', 'Water Veil']"
458,Mantyke,20,Kite Pokémon,50,1.0,45,50,water,flying,65.0,4,0,"['Swift Swim', 'Water Absorb', 'Water Veil']"
459,Snover,62,Frosted Tree Pokémon,50,1.0,60,40,grass,ice,50.5,4,0,"['Snow Warning', 'Soundproof']"
460,Abomasnow,132,Frosted Tree Pokémon,105,2.2,90,30,grass,ice,135.5,4,0,"['Snow Warning', 'Soundproof']"
461,Weavile,120,Sharp Claw Pokémon,65,1.1,70,125,dark,ice,34.0,4,0,"['Pressure', 'Pickpocket']"
462,Magnezone,70,Magnet Area Pokémon,115,1.2,70,60,electric,steel,180.0,4,0,"['Magnet Pull', 'Sturdy', 'Analytic']"
463,Lickilicky,85,Licking Pokémon,95,1.7,110,50,normal,,140.0,4,0,"['Own Tempo', 'Oblivious', 'Cloud Nine']"
464,Rhyperior,140,Drill Pokémon,130,2.4,115,40,ground,rock,282.8,4,0,"['Lightningrod', 'Solid Rock', 'Reckless']"
465,Tangrowth,100,Vine Pokémon,125,2.0,100,50,grass,,128.6,4,0,"['Chlorophyll', 'Leaf Guard', 'Regenerator']"
466,Electivire,123,Thunderbolt Pokémon,67,1.8,75,95,electric,,138.6,4,0,"['Motor Drive', 'Vital Spirit']"
467,Magmortar,95,Blast Pokémon,67,1.6,75,83,fire,,68.0,4,0,"['Flame Body', 'Vital Spirit']"
468,Togekiss,50,Jubilee Pokémon,95,1.5,85,80,fairy,flying,38.0,4,0,"['Hustle', 'Serene Grace', 'Super Luck']"
469,Yanmega,76,Ogre Darner Pokémon,86,1.9,86,95,bug,flying,51.5,4,0,"['Speed Boost', 'Tinted Lens', 'Frisk']"
470,Leafeon,110,Verdant Pokémon,130,1.0,65,95,grass,,25.5,4,0,"['Leaf Guard', 'Chlorophyll']"
471,Glaceon,60,Fresh Snow Pokémon,110,0.8,65,65,ice,,25.9,4,0,"['Snow Cloak', 'Ice Body']"
472,Gliscor,95,Fang Scorp Pokémon,125,2.0,75,95,ground,flying,42.5,4,0,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']"
473,Mamoswine,130,Twin Tusk Pokémon,80,2.5,110,80,ice,ground,291.0,4,0,"['Oblivious', 'Snow Cloak', 'Thick Fat']"
474,Porygon-Z,80,Virtual Pokémon,70,0.9,85,90,normal,,34.0,4,0,"['Adaptability', 'Download', 'Analytic']"
475,Gallade,165,Blade Pokémon,95,1.6,68,110,psychic,fighting,52.0,4,0,"['Steadfast', 'Justified']"
476,Probopass,55,Compass Pokémon,145,1.4,60,40,rock,steel,340.0,4,0,"['Sturdy', 'Magnet Pull', 'Sand Force']"
477,Dusknoir,100,Gripper Pokémon,135,2.2,45,45,ghost,,106.6,4,0,"['Pressure', 'Frisk']"
478,Froslass,80,Snow Land Pokémon,70,1.3,70,110,ice,ghost,26.6,4,0,"['Snow Cloak', 'Cursed Body']"
479,Rotom,65,Plasma Pokémon,107,0.3,50,86,electric,ghost,0.3,4,0,['Levitate']
480,Uxie,75,Knowledge Pokémon,130,0.3,75,95,psychic,,0.3,4,1,['Levitate']
481,Mesprit,105,Emotion Pokémon,105,0.3,80,80,psychic,,0.3,4,1,['Levitate']
482,Azelf,125,Willpower Pokémon,70,0.3,75,115,psychic,,0.3,4,1,['Levitate']
483,Dialga,120,Temporal Pokémon,120,5.4,100,90,steel,dragon,683.0,4,1,"['Pressure', 'Telepathy']"
484,Palkia,120,Spatial Pokémon,100,4.2,90,100,water,dragon,336.0,4,1,"['Pressure', 'Telepathy']"
485,Heatran,90,Lava Dome Pokémon,106,1.7,91,77,fire,steel,430.0,4,1,"['Flash Fire', 'Flame Body']"
486,Regigigas,160,Colossal Pokémon,110,3.7,110,100,normal,,420.0,4,1,['Slow Start']
487,Giratina,120,Renegade Pokémon,100,4.5,150,90,ghost,dragon,750.0,4,1,"['Pressure', 'Telepathy', 'Levitate']"
488,Cresselia,70,Lunar Pokémon,120,1.5,120,85,psychic,,85.6,4,1,['Levitate']
489,Phione,80,Sea Drifter Pokémon,80,0.4,80,80,water,,3.1,4,0,['Hydration']
490,Manaphy,100,Seafaring Pokémon,100,0.3,100,100,water,,1.4,4,1,['Hydration']
491,Darkrai,90,Pitch-Black Pokémon,90,1.5,70,125,dark,,50.5,4,1,['Bad Dreams']
492,Shaymin,103,Gratitude Pokémon,75,0.2,100,127,grass,grass,2.1,4,1,"['Natural Cure', 'Serene Grace']"
493,Arceus,120,Alpha Pokémon,120,3.2,120,120,normal,,320.0,4,1,['Multitype']
494,Victini,100,Victory Pokémon,100,0.4,100,100,psychic,fire,4.0,5,1,['Victory Star']
495,Snivy,45,Grass Snake Pokémon,55,0.6,45,63,grass,,8.1,5,0,"['Overgrow', 'Contrary']"
496,Servine,60,Grass Snake Pokémon,75,0.8,60,83,grass,,16.0,5,0,"['Overgrow', 'Contrary']"
497,Serperior,75,Regal Pokémon,95,3.3,75,113,grass,,63.0,5,0,"['Overgrow', 'Contrary']"
498,Tepig,63,Fire Pig Pokémon,45,0.5,65,45,fire,,9.9,5,0,"['Blaze', 'Thick Fat']"
499,Pignite,93,Fire Pig Pokémon,55,1.0,90,55,fire,fighting,55.5,5,0,"['Blaze', 'Thick Fat']"
500,Emboar,123,Mega Fire Pig Pokémon,65,1.6,110,65,fire,fighting,150.0,5,0,"['Blaze', 'Reckless']"
501,Oshawott,55,Sea Otter Pokémon,45,0.5,55,45,water,,5.9,5,0,"['Torrent', 'Shell Armor']"
502,Dewott,75,Discipline Pokémon,60,0.8,75,60,water,,24.5,5,0,"['Torrent', 'Shell Armor']"
503,Samurott,100,Formidable Pokémon,85,1.5,95,70,water,,94.6,5,0,"['Torrent', 'Shell Armor']"
504,Patrat,55,Scout Pokémon,39,0.5,45,42,normal,,11.6,5,0,"['Run Away', 'Keen Eye', 'Analytic']"
505,Watchog,85,Lookout Pokémon,69,1.1,60,77,normal,,27.0,5,0,"['Illuminate', 'Keen Eye', 'Analytic']"
506,Lillipup,60,Puppy Pokémon,45,0.4,45,55,normal,,4.1,5,0,"['Vital Spirit', 'Pickup', 'Run Away']"
507,Herdier,80,Loyal Dog Pokémon,65,0.9,65,60,normal,,14.7,5,0,"['Intimidate', 'Sand Rush', 'Scrappy']"
508,Stoutland,110,Big-Hearted Pokémon,90,1.2,85,80,normal,,61.0,5,0,"['Intimidate', 'Sand Rush', 'Scrappy']"
509,Purrloin,50,Devious Pokémon,37,0.4,41,66,dark,,10.1,5,0,"['Limber', 'Unburden', 'Prankster']"
510,Liepard,88,Cruel Pokémon,50,1.1,64,106,dark,,37.5,5,0,"['Limber', 'Unburden', 'Prankster']"
511,Pansage,53,Grass Monkey Pokémon,48,0.6,50,64,grass,,10.5,5,0,"['Gluttony', 'Overgrow']"
512,Simisage,98,Thorn Monkey Pokémon,63,1.1,75,101,grass,,30.5,5,0,"['Gluttony', 'Overgrow']"
513,Pansear,53,High Temp Pokémon,48,0.6,50,64,fire,,11.0,5,0,"['Gluttony', 'Blaze']"
514,Simisear,98,Ember Pokémon,63,1.0,75,101,fire,,28.0,5,0,"['Gluttony', 'Blaze']"
515,Panpour,53,Spray Pokémon,48,0.6,50,64,water,,13.5,5,0,"['Gluttony', 'Torrent']"
516,Simipour,98,Geyser Pokémon,63,1.0,75,101,water,,29.0,5,0,"['Gluttony', 'Torrent']"
517,Munna,25,Dream Eater Pokémon,45,0.6,76,24,psychic,,23.3,5,0,"['Forewarn', 'Synchronize', 'Telepathy']"
518,Musharna,55,Drowsing Pokémon,85,1.1,116,29,psychic,,60.5,5,0,"['Forewarn', 'Synchronize', 'Telepathy']"
519,Pidove,55,Tiny Pigeon Pokémon,50,0.3,50,43,normal,flying,2.1,5,0,"['Big Pecks', 'Super Luck', 'Rivalry']"
520,Tranquill,77,Wild Pigeon Pokémon,62,0.6,62,65,normal,flying,15.0,5,0,"['Big Pecks', 'Super Luck', 'Rivalry']"
521,Unfezant,115,Proud Pokémon,80,1.2,80,93,normal,flying,29.0,5,0,"['Big Pecks', 'Super Luck', 'Rivalry']"
522,Blitzle,60,Electrified Pokémon,32,0.8,45,76,electric,,29.8,5,0,"['Lightningrod', 'Motor Drive', 'Sap Sipper']"
523,Zebstrika,100,Thunderbolt Pokémon,63,1.6,75,116,electric,,79.5,5,0,"['Lightningrod', 'Motor Drive', 'Sap Sipper']"
524,Roggenrola,75,Mantle Pokémon,85,0.4,55,15,rock,,18.0,5,0,"['Sturdy', 'Weak Armor', 'Sand Force']"
525,Boldore,105,Ore Pokémon,105,0.9,70,20,rock,,102.0,5,0,"['Sturdy', 'Weak Armor', 'Sand Force']"
526,Gigalith,135,Compressed Pokémon,130,1.7,85,25,rock,,260.0,5,0,"['Sturdy', 'Sand Stream', 'Sand Force']"
527,Woobat,45,Bat Pokémon,43,0.4,65,72,psychic,flying,2.1,5,0,"['Unaware', 'Klutz', 'Simple']"
528,Swoobat,57,Courting Pokémon,55,0.9,67,114,psychic,flying,10.5,5,0,"['Unaware', 'Klutz', 'Simple']"
529,Drilbur,85,Mole Pokémon,40,0.3,60,68,ground,,8.5,5,0,"['Sand Rush', 'Sand Force', 'Mold Breaker']"
530,Excadrill,135,Subterrene Pokémon,60,0.7,110,88,ground,steel,40.4,5,0,"['Sand Rush', 'Sand Force', 'Mold Breaker']"
531,Audino,60,Hearing Pokémon,126,1.1,103,50,normal,,31.0,5,0,"['Healer', 'Regenerator', 'Klutz']"
532,Timburr,80,Muscular Pokémon,55,0.6,75,35,fighting,,12.5,5,0,"['Guts', 'Sheer Force', 'Iron Fist']"
533,Gurdurr,105,Muscular Pokémon,85,1.2,85,40,fighting,,40.0,5,0,"['Guts', 'Sheer Force', 'Iron Fist']"
534,Conkeldurr,140,Muscular Pokémon,95,1.4,105,45,fighting,,87.0,5,0,"['Guts', 'Sheer Force', 'Iron Fist']"
535,Tympole,50,Tadpole Pokémon,40,0.5,50,64,water,,4.5,5,0,"['Swift Swim', 'Hydration', 'Water Absorb']"
536,Palpitoad,65,Vibration Pokémon,55,0.8,75,69,water,ground,17.0,5,0,"['Swift Swim', 'Hydration', 'Water Absorb']"
537,Seismitoad,95,Vibration Pokémon,75,1.5,105,74,water,ground,62.0,5,0,"['Swift Swim', 'Poison Touch', 'Water Absorb']"
538,Throh,100,Judo Pokémon,85,1.3,120,45,fighting,,55.5,5,0,"['Guts', 'Inner Focus', 'Mold Breaker']"
539,Sawk,125,Karate Pokémon,75,1.4,75,85,fighting,,51.0,5,0,"['Sturdy', 'Inner Focus', 'Mold Breaker']"
540,Sewaddle,53,Sewing Pokémon,70,0.3,45,42,bug,grass,2.5,5,0,"['Swarm', 'Chlorophyll', 'Overcoat']"
541,Swadloon,63,Leaf-Wrapped Pokémon,90,0.5,55,42,bug,grass,7.3,5,0,"['Leaf Guard', 'Chlorophyll', 'Overcoat']"
542,Leavanny,103,Nurturing Pokémon,80,1.2,75,92,bug,grass,20.5,5,0,"['Swarm', 'Chlorophyll', 'Overcoat']"
543,Venipede,45,Centipede Pokémon,59,0.4,30,57,bug,poison,5.3,5,0,"['Poison Point', 'Swarm', 'Speed Boost']"
544,Whirlipede,55,Curlipede Pokémon,99,1.2,40,47,bug,poison,58.5,5,0,"['Poison Point', 'Swarm', 'Speed Boost']"
545,Scolipede,100,Megapede Pokémon,89,2.5,60,112,bug,poison,200.5,5,0,"['Poison Point', 'Swarm', 'Speed Boost']"
546,Cottonee,27,Cotton Puff Pokémon,60,0.3,40,66,grass,fairy,0.6,5,0,"['Prankster', 'Infiltrator', 'Chlorophyll']"
547,Whimsicott,67,Windveiled Pokémon,85,0.7,60,116,grass,fairy,6.6,5,0,"['Prankster', 'Infiltrator', 'Chlorophyll']"
548,Petilil,35,Bulb Pokémon,50,0.5,45,30,grass,,6.6,5,0,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']"
549,Lilligant,60,Flowering Pokémon,75,1.1,70,90,grass,,16.3,5,0,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']"
550,Basculin,92,Hostile Pokémon,65,1.0,70,98,water,,18.0,5,0,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']"
551,Sandile,72,Desert Croc Pokémon,35,0.7,50,65,ground,dark,15.2,5,0,"['Intimidate', 'Moxie', 'Anger Point']"
552,Krokorok,82,Desert Croc Pokémon,45,1.0,60,74,ground,dark,33.4,5,0,"['Intimidate', 'Moxie', 'Anger Point']"
553,Krookodile,117,Intimidation Pokémon,80,1.5,95,92,ground,dark,96.3,5,0,"['Intimidate', 'Moxie', 'Anger Point']"
554,Darumaka,90,Zen Charm Pokémon,45,0.6,70,50,fire,,37.5,5,0,"['Hustle', 'Inner Focus']"
555,Darmanitan,30,Blazing Pokémon,105,1.3,105,55,fire,fire,92.9,5,0,"['Sheer Force', 'Zen Mode']"
556,Maractus,86,Cactus Pokémon,67,1.0,75,60,grass,,28.0,5,0,"['Water Absorb', 'Chlorophyll', 'Storm Drain']"
557,Dwebble,65,Rock Inn Pokémon,85,0.3,50,55,bug,rock,14.5,5,0,"['Sturdy', 'Shell Armor', 'Weak Armor']"
558,Crustle,105,Stone Home Pokémon,125,1.4,70,45,bug,rock,200.0,5,0,"['Sturdy', 'Shell Armor', 'Weak Armor']"
559,Scraggy,75,Shedding Pokémon,70,0.6,50,48,dark,fighting,11.8,5,0,"['Shed Skin', 'Moxie', 'Intimidate']"
560,Scrafty,90,Hoodlum Pokémon,115,1.1,65,58,dark,fighting,30.0,5,0,"['Shed Skin', 'Moxie', 'Intimidate']"
561,Sigilyph,58,Avianoid Pokémon,80,1.4,72,97,psychic,flying,14.0,5,0,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']"
562,Yamask,30,Spirit Pokémon,85,0.5,38,30,ghost,,1.5,5,0,['Mummy']
563,Cofagrigus,50,Coffin Pokémon,145,1.7,58,30,ghost,,76.5,5,0,['Mummy']
564,Tirtouga,78,Prototurtle Pokémon,103,0.7,54,22,water,rock,16.5,5,0,"['Solid Rock', 'Sturdy', 'Swift Swim']"
565,Carracosta,108,Prototurtle Pokémon,133,1.2,74,32,water,rock,81.0,5,0,"['Solid Rock', 'Sturdy', 'Swift Swim']"
566,Archen,112,First Bird Pokémon,45,0.5,55,70,rock,flying,9.5,5,0,['Defeatist']
567,Archeops,140,First Bird Pokémon,65,1.4,75,110,rock,flying,32.0,5,0,['Defeatist']
568,Trubbish,50,Trash Bag Pokémon,62,0.6,50,65,poison,,31.0,5,0,"['Stench', 'Sticky Hold', 'Aftermath']"
569,Garbodor,95,Trash Heap Pokémon,82,1.9,80,75,poison,,107.3,5,0,"['Stench', 'Weak Armor', 'Aftermath']"
570,Zorua,65,Tricky Fox Pokémon,40,0.7,40,65,dark,,12.5,5,0,['Illusion']
571,Zoroark,105,Illusion Fox Pokémon,60,1.6,60,105,dark,,81.1,5,0,['Illusion']
572,Minccino,50,Chinchilla Pokémon,40,0.4,55,75,normal,,5.8,5,0,"['Cute Charm', 'Technician', 'Skill Link']"
573,Cinccino,95,Scarf Pokémon,60,0.5,75,115,normal,,7.5,5,0,"['Cute Charm', 'Technician', 'Skill Link']"
574,Gothita,30,Fixation Pokémon,50,0.4,45,45,psychic,,5.8,5,0,"['Frisk', 'Competitive', 'Shadow Tag']"
575,Gothorita,45,Manipulate Pokémon,70,0.7,60,55,psychic,,18.0,5,0,"['Frisk', 'Competitive', 'Shadow Tag']"
576,Gothitelle,55,Astral Body Pokémon,95,1.5,70,65,psychic,,44.0,5,0,"['Frisk', 'Competitive', 'Shadow Tag']"
577,Solosis,30,Cell Pokémon,40,0.3,45,20,psychic,,1.0,5,0,"['Overcoat', 'Magic Guard', 'Regenerator']"
578,Duosion,40,Mitosis Pokémon,50,0.6,65,30,psychic,,8.0,5,0,"['Overcoat', 'Magic Guard', 'Regenerator']"
579,Reuniclus,65,Multiplying Pokémon,75,1.0,110,30,psychic,,20.1,5,0,"['Overcoat', 'Magic Guard', 'Regenerator']"
580,Ducklett,44,Water Bird Pokémon,50,0.5,62,55,water,flying,5.5,5,0,"['Keen Eye', 'Big Pecks', 'Hydration']"
581,Swanna,87,White Bird Pokémon,63,1.3,75,98,water,flying,24.2,5,0,"['Keen Eye', 'Big Pecks', 'Hydration']"
582,Vanillite,50,Fresh Snow Pokémon,50,0.4,36,44,ice,,5.7,5,0,"['Ice Body', 'Snow Cloak', 'Weak Armor']"
583,Vanillish,65,Icy Snow Pokémon,65,1.1,51,59,ice,,41.0,5,0,"['Ice Body', 'Snow Cloak', 'Weak Armor']"
584,Vanilluxe,95,Snowstorm Pokémon,85,1.3,71,79,ice,,57.5,5,0,"['Ice Body', 'Snow Warning', 'Weak Armor']"
585,Deerling,60,Season Pokémon,50,0.6,60,75,normal,grass,19.5,5,0,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']"
586,Sawsbuck,100,Season Pokémon,70,1.9,80,95,normal,grass,92.5,5,0,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']"
587,Emolga,75,Sky Squirrel Pokémon,60,0.4,55,103,electric,flying,5.0,5,0,"['Static', 'Motor Drive']"
588,Karrablast,75,Clamping Pokémon,45,0.5,50,60,bug,,5.9,5,0,"['Swarm', 'Shed Skin', 'No Guard']"
589,Escavalier,135,Cavalry Pokémon,105,1.0,70,20,bug,steel,33.0,5,0,"['Swarm', 'Shell Armor', 'Overcoat']"
590,Foongus,55,Mushroom Pokémon,45,0.2,69,15,grass,poison,1.0,5,0,"['Effect Spore', 'Regenerator']"
591,Amoonguss,85,Mushroom Pokémon,70,0.6,114,30,grass,poison,10.5,5,0,"['Effect Spore', 'Regenerator']"
592,Frillish,40,Floating Pokémon,50,1.2,55,40,water,ghost,33.0,5,0,"['Water Absorb', 'Cursed Body', 'Damp']"
593,Jellicent,60,Floating Pokémon,70,2.2,100,60,water,ghost,135.0,5,0,"['Water Absorb', 'Cursed Body', 'Damp']"
594,Alomomola,75,Caring Pokémon,80,1.2,165,65,water,,31.6,5,0,"['Healer', 'Hydration', 'Regenerator']"
595,Joltik,47,Attaching Pokémon,50,0.1,50,65,bug,electric,0.6,5,0,"['Compoundeyes', 'Unnerve', 'Swarm']"
596,Galvantula,77,EleSpider Pokémon,60,0.8,70,108,bug,electric,14.3,5,0,"['Compoundeyes', 'Unnerve', 'Swarm']"
